	id	age	income	children	gender	region	married	car	savings_acct	current_acct	mortgage	pep	income_znorm	age_bins	income_norm	age_norm	children_norm	FEMALE	MALE	INNER_CITY	RURAL	SUBURBAN	TOWN	MARRIED_NO	MARRIED_YES	CAR_NO	CAR_YES	SAVINGS_NO	SAVINGS_YES	CURRENT_NO	CURRENT_YES	MORTGAGE_NO	MORTGAGE_YES	PEP_NO	PEP_YES	young	mid	old
85	ID12186	36	31683.1	1	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.3224217234491119	mid	0.4588915355163622	0.3673469387755102	0.3333333333333333	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0
86	ID12187	25	15525.0	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.930195802507683	young	0.1808591419661645	0.14285714285714285	0.0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0
87	ID12188	66	22562.2	0	FEMALE	TOWN	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	-0.3846539347346677	old	0.30194822792871284	0.9795918367346939	0.0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0	1
88	ID12189	30	15848.7	0	MALE	SUBURBAN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_NO	MORTGAGE_YES	PEP_NO	-0.905101744842969	young	0.18642904720206474	0.24489795918367346	0.0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0
89	ID12190	54	31095.6	2	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.2768772103875752	mid	0.4487824242216715	0.7346938775510204	0.6666666666666666	1	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0
90	ID12191	37	24814.5	1	MALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_YES	-0.210049838107435	mid	0.3407035494079158	0.3877551020408163	0.3333333333333333	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0
91	ID12192	28	25429.3	2	FEMALE	INNER_CITY	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	-0.16238895873682602	young	0.3512824117465981	0.20408163265306123	0.6666666666666666	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0
92	ID12193	53	34866.5	0	FEMALE	RURAL	MARRIED_NO	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.569207090053531	mid	0.5136682927853294	0.7142857142857143	0.0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	1	0
93	ID12194	61	42579.1	2	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	1.167107705267843	old	0.6463789851622336	0.8775510204081632	0.6666666666666666	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1
94	ID12195	61	41127.4	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_NO	1.0545681825249786	old	0.6213995862405274	0.8775510204081632	0.0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1
95	ID12196	18	9990.11	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-1.3592747299956305	young	0.0856203010914915	0.0	0.0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0
96	ID12197	22	7948.62	1	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_NO	MORTGAGE_YES	PEP_NO	-1.5175362924977527	young	0.050492386849792716	0.08163265306122448	0.3333333333333333	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	1	1	0	1	0	0
97	ID12198	34	30870.8	2	MALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_YES	0.25945013543228423	young	0.44491429108286906	0.32653061224489793	0.6666666666666666	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0
98	ID12199	35	12125.8	2	FEMALE	INNER_CITY	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-1.193710540888578	young	0.12236911453993046	0.3469387755102041	0.6666666666666666	1	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0
99	ID12200	18	15348.9	0	FEMALE	RURAL	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.9438475280398304	young	0.17782898962744956	0.0	0.0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0
100	ID12201	54	26707.9	1	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_YES	-0.0632685937998371	mid	0.37328327932343464	0.7346938775510204	0.3333333333333333	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0
101	ID12202	27	11604.4	2	FEMALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-1.2341308117145953	young	0.11339738580962969	0.1836734693877551	0.6666666666666666	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0
102	ID12203	42	15499.9	0	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_YES	-0.9321416191508227	mid	0.1804272463176594	0.4897959183673469	0.0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0
103	ID12204	43	33088.5	0	MALE	TOWN	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	0.4313719509498503	mid	0.48307425043305713	0.5102040816326531	0.0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0
104	ID12205	64	34513.6	1	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.5418493731864392	old	0.5075959432093357	0.9387755102040817	0.3333333333333333	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	1
105	ID12206	43	32395.5	3	MALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	0.3776488061810929	mid	0.4711498008548093	0.5102040816326531	1.0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0
106	ID12207	49	46633.0	0	MALE	RURAL	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_NO	1.4813764737787602	mid	0.7161344341452914	0.6326530612244898	0.0	0	1	0	1	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	1	0
107	ID12208	23	13039.9	0	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	-1.1228471546935979	young	0.13809803136457172	0.10204081632653061	0.0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0
108	ID12209	23	12681.9	0	MALE	INNER_CITY	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	-1.1506002366953514	young	0.13193792609904106	0.10204081632653061	0.0	0	1	1	0	0	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0
109	ID12210	30	24031.5	2	FEMALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	-0.2707500146643427	young	0.3272304700143111	0.24489795918367346	0.6666666666666666	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0
110	ID12211	36	37330.5	2	MALE	TOWN	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.7602227158980017	mid	0.5560663357302108	0.3673469387755102	0.6666666666666666	0	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0
111	ID12212	34	25333.2	3	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_NO	MORTGAGE_YES	PEP_NO	-0.16983887823506197	young	0.34962881924375594	0.32653061224489793	1.0	0	1	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	0	0
112	ID12213	51	37094.2	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	0.7419041313253357	mid	0.5520003221150016	0.673469387755102	0.0	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0
113	ID12214	36	33630.6	2	MALE	TOWN	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.47339693908714225	mid	0.49240216402089	0.3673469387755102	0.6666666666666666	0	1	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0
114	ID12215	56	43228.2	1	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	1.2174276089754914	mid	0.6575480475305463	0.7755102040816326	0.3333333333333333	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0
115	ID12216	54	47796.8	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	1.5715972470570865	mid	0.7361599383576506	0.7346938775510204	0.0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0
116	ID12217	56	21730.3	2	FEMALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_NO	-0.44914496522980385	mid	0.28763372633543083	0.7755102040816326	0.6666666666666666	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0	1	0
117	ID12218	26	10044.1	3	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	-1.3550892861484947	young	0.08654930691072614	0.16326530612244897	1.0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0
118	ID12219	39	17270.1	0	MALE	TOWN	MARRIED_NO	CAR_YES	SAVINGS_NO	CURRENT_NO	MORTGAGE_NO	PEP_YES	-0.7949111561354486	mid	0.21088707408593416	0.42857142857142855	0.0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0
119	ID12220	64	45765.0	3	FEMALE	RURAL	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	1.4140868783108218	old	0.7011987599260718	0.9387755102040817	1.0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1
120	ID12221	46	29525.5	2	MALE	RURAL	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_NO	MORTGAGE_YES	PEP_NO	0.15515901471452187	mid	0.4217657167428736	0.5714285714285714	0.6666666666666666	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	1	0
121	ID12222	62	54863.8	1	FEMALE	RURAL	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	2.1194492875777335	old	0.8577617928590615	0.8979591836734694	0.3333333333333333	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1
122	ID12223	36	20799.0	1	FEMALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_NO	MORTGAGE_YES	PEP_YES	-0.5213417397220748	mid	0.2716088491460769	0.3673469387755102	0.3333333333333333	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0
123	ID12224	35	33028.3	1	FEMALE	RURAL	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.42670509190933226	young	0.48203838915656294	0.3469387755102041	0.3333333333333333	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0
124	ID12225	47	45031.9	3	MALE	RURAL	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_YES	1.3572550782675663	mid	0.6885843097300928	0.5918367346938775	1.0	0	1	0	1	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0
125	ID12226	47	39010.8	2	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.8904838993827683	mid	0.5849792543829235	0.5918367346938775	0.6666666666666666	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0
126	ID12227	37	25257.7	0	FEMALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.17569183267956584	mid	0.348329690898651	0.3877551020408163	0.0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0
127	ID12228	48	42603.9	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	1.1690302651383557	mid	0.6468057187113542	0.6122448979591837	0.0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0
128	ID12229	41	14092.7	3	MALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-1.041231387287324	mid	0.15621355880465743	0.46938775510204084	1.0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0
129	ID12230	27	21350.3	0	FEMALE	RURAL	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	-0.47860354389088294	young	0.2810950671150352	0.1836734693877551	0.0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	0
130	ID12231	43	23246.4	2	MALE	INNER_CITY	MARRIED_NO	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.33161298862964045	mid	0.3137212559250147	0.5102040816326531	0.6666666666666666	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0
131	ID12232	61	41609.5	3	MALE	RURAL	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	1.091941816136837	old	0.6296950799514557	0.8775510204081632	1.0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	1
132	ID12233	52	16716.1	2	FEMALE	SUBURBAN	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.8378586629202849	mid	0.20135439722251522	0.6938775510204082	0.6666666666666666	1	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0
133	ID12234	64	36436.4	0	FEMALE	SUBURBAN	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	0.6909097812114996	old	0.5406815588645378	0.9387755102040817	0.0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	1	0	0	0	1
134	ID12235	66	59503.8	2	FEMALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_YES	2.4791540375445944	old	0.9376022633396822	0.9795918367346939	0.6666666666666666	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1
135	ID12236	53	31334.8	1	FEMALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.2954206104289703	mid	0.45289833813093117	0.7142857142857143	0.3333333333333333	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0
136	ID12237	20	14048.9	2	FEMALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_NO	-1.0446268760908906	young	0.155459892294517	0.04081632653061224	0.6666666666666666	1	0	1	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	1	0	0
137	ID12238	57	39205.3	0	FEMALE	INNER_CITY	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.9055620403027153	mid	0.5883260154838893	0.7959183673469388	0.0	1	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0
138	ID12239	65	42173.9	0	FEMALE	RURAL	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	1.135695557706082	old	0.6394067095935381	0.9591836734693877	0.0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	1
139	ID12240	64	55263.0	1	FEMALE	INNER_CITY	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	2.1503962996869515	old	0.8646308264400666	0.9387755102040817	0.3333333333333333	1	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	1
140	ID12241	52	37095.2	3	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	0.7419816539007595	mid	0.55201752911295	0.6938775510204082	1.0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0
141	ID12242	47	22791.4	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.3668857604475115	mid	0.3058920718584883	0.5918367346938775	0.0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	0
142	ID12243	28	17240.6	1	FEMALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_NO	MORTGAGE_YES	PEP_NO	-0.7971980721104533	young	0.21037946764645607	0.20408163265306123	0.3333333333333333	1	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	1	0	1	0	0
143	ID12244	64	48974.8	0	MALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	1.6629188409064317	old	0.7564297819408772	0.9387755102040817	0.0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	1
144	ID12245	25	18923.0	1	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	-0.6667740912172968	young	0.23932852099486046	0.14285714285714285	0.3333333333333333	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0
145	ID12246	58	51204.2	0	MALE	SUBURBAN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_NO	MORTGAGE_YES	PEP_YES	1.8357476705564568	mid	0.7947910631670615	0.8163265306122449	0.0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0
146	ID12247	34	20236.2	2	MALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.5649714451706412	young	0.26192475070071203	0.32653061224489793	0.6666666666666666	0	1	0	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0
147	ID12248	20	18860.3	2	FEMALE	INNER_CITY	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.6716347566963748	young	0.23824964222349515	0.04081632653061224	0.6666666666666666	1	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0
148	ID12249	63	25732.5	0	MALE	RURAL	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_NO	-0.1388841138683018	old	0.35649957352455586	0.9183673469387755	0.0	0	1	0	1	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1
149	ID12250	30	28240.4	3	FEMALE	SUBURBAN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	0.05553475303727794	young	0.3996530036793724	0.24489795918367346	1.0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0
150	ID12251	53	28193.6	1	MALE	RURAL	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.051906696507439544	mid	0.3988477161753868	0.7142857142857143	0.3333333333333333	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0
151	ID12252	43	36432.8	2	MALE	TOWN	MARRIED_NO	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.6906306999399737	mid	0.5406196136719236	0.5102040816326531	0.6666666666666666	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0
152	ID12253	63	54618.8	2	MALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_NO	MORTGAGE_YES	PEP_YES	2.1004562565988802	old	0.8535460783617012	0.9183673469387755	0.6666666666666666	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	1
153	ID12254	33	24760.8	1	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_YES	-0.21421280040769805	young	0.3397795336180862	0.30612244897959184	0.3333333333333333	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0
154	ID12255	41	23356.1	2	MALE	RURAL	MARRIED_NO	CAR_YES	SAVINGS_NO	CURRENT_NO	MORTGAGE_NO	PEP_NO	-0.3231087621056397	mid	0.31560886359995516	0.46938775510204084	0.6666666666666666	0	1	0	1	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	1	0
155	ID12256	20	8143.75	2	FEMALE	SUBURBAN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	-1.5024093123552884	young	0.05384998835946589	0.04081632653061224	0.6666666666666666	1	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0
156	ID12257	50	26462.5	0	MALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.08229263380886039	mid	0.3690606820268949	0.6530612244897959	0.0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0
157	ID12258	24	20467.3	2	MALE	RURAL	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.5470559779901799	young	0.26590128792658946	0.12244897959183673	0.6666666666666666	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0
158	ID12259	60	21506.2	0	FEMALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_YES	-0.466517774382298	mid	0.28377763809519224	0.8571428571428571	0.0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0
159	ID12260	44	15315.3	1	FEMALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	-0.9464522865740733	mid	0.17725083449638301	0.5306122448979592	0.3333333333333333	1	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0
160	ID12261	23	18875.7	2	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.6704409090348469	young	0.2385146299919007	0.10204081632653061	0.6666666666666666	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0
161	ID12262	40	12977.2	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_NO	MORTGAGE_NO	PEP_NO	-1.1277078201726758	mid	0.13701915259320646	0.4489795918367347	0.0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	0
162	ID12263	49	20708.5	3	FEMALE	TOWN	MARRIED_NO	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.528357532797937	mid	0.27005161583174586	0.6326530612244898	1.0	1	0	0	0	0	1	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0
163	ID12264	21	7549.38	1	FEMALE	TOWN	MARRIED_NO	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	-1.5484864055099872	young	0.04362266498886966	0.061224489795918366	0.3333333333333333	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0
164	ID12265	40	24904.0	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_NO	MORTGAGE_NO	PEP_NO	-0.2031115676069966	mid	0.3422435757242985	0.4489795918367347	0.0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	0
165	ID12266	26	24071.8	1	MALE	RURAL	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_YES	-0.26762585487475987	young	0.32792391203163196	0.16326530612244897	0.3333333333333333	0	1	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0
166	ID12267	20	9589.91	1	MALE	TOWN	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	-1.3902992646802723	young	0.07873406051253797	0.04081632653061224	0.3333333333333333	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0
167	ID12268	24	8562.86	1	MALE	INNER_CITY	MARRIED_NO	CAR_NO	SAVINGS_NO	CURRENT_NO	MORTGAGE_YES	PEP_NO	-1.469918825769381	young	0.06106161326962386	0.12244897959183673	0.3333333333333333	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	0
168	ID12269	37	26707.5	0	FEMALE	TOWN	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.06329960283000677	mid	0.37327639652425526	0.3877551020408163	0.0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0
169	ID12270	56	34020.5	0	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	0.503622991244918	mid	0.4991111725209749	0.7755102040816326	0.0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	0
170	ID12271	52	49175.7	0	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	1.6784931263090912	mid	0.7598866678287126	0.6938775510204082	0.0	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0
